,eval_name,Precision,Type,T,Weight type,Architecture,Model,fullname,Model sha,Average ⬆️,Hub License,Hub ❤️,#Params (B),Available on the hub,MoE,Flagged,Chat Template,CO₂ cost (kg),IFEval Raw,IFEval,BBH Raw,BBH,MATH Lvl 5 Raw,MATH Lvl 5,GPQA Raw,GPQA,MUSR Raw,MUSR,MMLU-PRO Raw,MMLU-PRO,Merged,Official Providers,Upload To Hub Date,Submission Date,Generation,Base Model
2066,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B_bfloat16,bfloat16,"💬 chat models (RLHF, DPO, IFT, ...)",💬,Original,Qwen2ForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/deepseek-ai__DeepSeek-R1-Distill-Qwen-1.5B-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,80da49efd7aed5a338dfa7f23f75a9311f0dec20,7.531298628984093,mit,776,1.777,True,False,False,True,0.6182055893021928,0.34634104176917246,34.63410417691725,0.32409879947333436,4.729119207646243,0.0,0.0,0.2558724832214765,0.7829977628635317,0.36345833333333327,2.9656249999999993,0.11868351063829788,2.0759456264775418,False,True,2025-01-20,2025-01-20,0,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B
2067,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B_bfloat16,bfloat16,🔶 fine-tuned on domain-specific datasets,🔶,Original,Qwen2ForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-14B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">deepseek-ai/DeepSeek-R1-Distill-Qwen-14B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/deepseek-ai__DeepSeek-R1-Distill-Qwen-14B-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,c79f47acaf303faabb7133b4b7b76f24231f2c8d,35.52760762132996,mit,365,14.77,True,False,False,False,1.9960949891609687,0.43816517950150047,43.81651795015004,0.5905573130283358,40.69076685552542,0.4086102719033233,40.86102719033233,0.3875838926174497,18.34451901565996,0.536625,28.711458333333326,0.4666722074468085,40.74135638297872,False,True,2025-01-20,2025-01-20,0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B
2068,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B_bfloat16,bfloat16,🔶 fine-tuned on domain-specific datasets,🔶,Original,Qwen2ForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-32B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">deepseek-ai/DeepSeek-R1-Distill-Qwen-32B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/deepseek-ai__DeepSeek-R1-Distill-Qwen-32B-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,4569fd730224ec487752bd4954399c6e18bf3aa6,20.11735399190044,mit,1007,32.764,True,False,False,True,23.63795252223468,0.4186314534324481,41.86314534324481,0.41969150892898055,17.149673765590364,0.0,0.0,0.28439597315436244,4.5861297539149914,0.4526041666666667,16.1421875,0.46866688829787234,40.962987588652474,False,True,2025-01-20,2025-01-21,0,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B
2069,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B_bfloat16,bfloat16,"💬 chat models (RLHF, DPO, IFT, ...)",💬,Original,Qwen2ForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-7B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">deepseek-ai/DeepSeek-R1-Distill-Qwen-7B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/deepseek-ai__DeepSeek-R1-Distill-Qwen-7B-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,008b8c2e0b59dac9b7619d58a5ad609f43a5b6b1,11.73460031286263,mit,404,7.616,True,False,False,True,0.6849657595993628,0.40376866713653103,40.3768667136531,0.34425676981862185,7.882702983365756,0.0,0.0,0.27936241610738255,3.9149888143176734,0.36628124999999995,3.5518229166666675,0.2321309840425532,14.681220449172578,False,True,2025-01-20,2025-01-20,0,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B
2070,deepseek-ai_deepseek-llm-67b-chat_bfloat16,bfloat16,"💬 chat models (RLHF, DPO, IFT, ...)",💬,Original,LlamaForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/deepseek-ai/deepseek-llm-67b-chat"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">deepseek-ai/deepseek-llm-67b-chat</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/deepseek-ai__deepseek-llm-67b-chat-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",deepseek-ai/deepseek-llm-67b-chat,79648bef7658bb824e4630740f6e1484c1b0620b,26.995928954293646,other,194,67.0,True,False,False,True,59.82180866869628,0.5587153197959193,55.87153197959192,0.5243416179742358,33.22524192534525,0.07401812688821753,7.401812688821753,0.3162751677852349,8.83668903803132,0.5058645833333334,23.93307291666666,0.3943650265957447,32.70722517730496,False,True,2023-11-29,2024-06-12,0,deepseek-ai/deepseek-llm-67b-chat
2071,deepseek-ai_deepseek-llm-7b-base_bfloat16,bfloat16,🟢 pretrained,🟢,Original,LlamaForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/deepseek-ai/deepseek-llm-7b-base"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">deepseek-ai/deepseek-llm-7b-base</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/deepseek-ai__deepseek-llm-7b-base-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",deepseek-ai/deepseek-llm-7b-base,7683fea62db869066ddaff6a41d032262c490d4f,8.138981617146595,other,75,7.0,True,False,False,False,0.8225355894473253,0.217871913190335,21.787191319033496,0.35030315829299524,9.76792479590425,0.014350453172205438,1.4350453172205437,0.27348993288590606,3.1319910514541416,0.37378124999999995,3.755989583333332,0.18060172872340424,8.955747635933804,False,True,2023-11-29,2024-06-12,0,deepseek-ai/deepseek-llm-7b-base
2072,deepseek-ai_deepseek-llm-7b-chat_bfloat16,bfloat16,"💬 chat models (RLHF, DPO, IFT, ...)",💬,Original,LlamaForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/deepseek-ai/deepseek-llm-7b-chat"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">deepseek-ai/deepseek-llm-7b-chat</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/deepseek-ai__deepseek-llm-7b-chat-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",deepseek-ai/deepseek-llm-7b-chat,afbda8b347ec881666061fa67447046fc5164ec8,14.785392500233186,other,117,7.0,True,False,False,True,0.7744825476156803,0.4170822307034225,41.70822307034224,0.3632079760108669,11.258949371501748,0.01812688821752266,1.812688821752266,0.26593959731543626,2.1252796420581683,0.46677083333333336,19.21302083333333,0.21334773936170212,12.594193262411347,False,True,2023-11-29,2024-06-12,0,deepseek-ai/deepseek-llm-7b-chat
2073,deepseek-ai_deepseek-moe-16b-base_bfloat16,bfloat16,🟢 pretrained,🟢,Original,DeepseekForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/deepseek-ai/deepseek-moe-16b-base"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">deepseek-ai/deepseek-moe-16b-base</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/deepseek-ai__deepseek-moe-16b-base-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",deepseek-ai/deepseek-moe-16b-base,521d2bc4fb69a3f3ae565310fcc3b65f97af2580,7.390805090753893,other,99,16.376,True,True,False,False,7.002465430903852,0.2449744455821664,24.497444558216642,0.3409461055246395,8.355555779389382,0.01963746223564955,1.963746223564955,0.25419463087248323,0.5592841163310973,0.36578125,3.3559895833333346,0.1505152925531915,5.612810283687943,False,True,2024-01-08,2024-06-12,0,deepseek-ai/deepseek-moe-16b-base
2074,deepseek-ai_deepseek-moe-16b-chat_bfloat16,bfloat16,"💬 chat models (RLHF, DPO, IFT, ...)",💬,Original,DeepseekForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/deepseek-ai/deepseek-moe-16b-chat"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">deepseek-ai/deepseek-moe-16b-chat</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/deepseek-ai__deepseek-moe-16b-chat-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",deepseek-ai/deepseek-moe-16b-chat,eefd8ac7e8dc90e095129fe1a537d5e236b2e57c,10.177322172973907,other,128,16.376,True,True,False,True,4.59347807294513,0.36629919724109805,36.629919724109804,0.3274953026448241,6.573749026890635,0.0188821752265861,1.8882175226586102,0.22483221476510068,0.0,0.38076041666666666,5.261718750000001,0.1963929521276596,10.710328014184398,False,True,2024-01-09,2024-06-12,0,deepseek-ai/deepseek-moe-16b-chat
2082,distilbert_distilgpt2_bfloat16,bfloat16,🟢 pretrained,🟢,Original,GPT2LMHeadModel,"<a target=""_blank"" href=""https://huggingface.co/distilbert/distilgpt2"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">distilbert/distilgpt2</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/distilbert__distilgpt2-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",distilbert/distilgpt2,2290a62682d06624634c1f46a6ad5be0f47f38aa,3.9015688926785734,apache-2.0,475,0.088,True,False,False,False,0.12308154041412217,0.06110010328151527,6.110010328151527,0.3037988148650536,2.835219845513963,0.0,0.0,0.25922818791946306,1.230425055928408,0.42072916666666665,11.1578125,0.11868351063829788,2.0759456264775418,False,True,2022-03-02,2024-06-12,0,distilbert/distilgpt2
2170,facebook_opt-1.3b_float16,float16,🟢 pretrained,🟢,Original,OPTForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/facebook/opt-1.3b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">facebook/opt-1.3b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/facebook__opt-1.3b-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",facebook/opt-1.3b,3f5c25d0bc631cb57ac65913f76e22c2dfb61d62,5.251513100569197,other,162,1.3,True,False,False,False,0.40300477784522964,0.23832985367713222,23.83298536771322,0.3093947052760125,3.6480520895226785,0.0075528700906344415,0.7552870090634441,0.2424496644295302,0.0,0.342,2.0833333333333326,0.11070478723404255,1.1894208037825047,False,True,2022-05-11,2024-06-12,0,facebook/opt-1.3b
2171,facebook_opt-30b_float16,float16,🟢 pretrained,🟢,Original,OPTForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/facebook/opt-30b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">facebook/opt-30b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/facebook__opt-30b-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",facebook/opt-30b,ceea0a90ac0f6fae7c2c34bcb40477438c152546,6.201345407060512,other,133,30.0,True,False,False,False,2.9998447862678397,0.2452991396162183,24.52991396162183,0.30703447525623373,3.4984293851759607,0.006042296072507554,0.6042296072507554,0.26929530201342283,2.572706935123044,0.36041666666666666,4.185416666666667,0.1163563829787234,1.8173758865248217,False,True,2022-05-11,2024-06-12,0,facebook/opt-30b
2245,google_codegemma-1.1-2b_bfloat16,bfloat16,🟢 pretrained,🟢,Original,GemmaForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/google/codegemma-1.1-2b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">google/codegemma-1.1-2b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/google__codegemma-1.1-2b-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",google/codegemma-1.1-2b,9d69e500da236427eab5867552ffc87108964f4d,7.03316296850576,gemma,17,2.506,True,False,False,False,0.9498831960526669,0.22936253584932426,22.936253584932423,0.3353417790248454,7.551225280004151,0.006797583081570998,0.6797583081570998,0.2651006711409396,2.0134228187919474,0.3871458333333333,5.9265625,0.1278257978723404,3.0917553191489344,False,True,2024-04-30,2024-08-12,0,google/codegemma-1.1-2b
2246,google_flan-t5-base_float16,float16,🟢 pretrained,🟢,Original,T5ForConditionalGeneration,"<a target=""_blank"" href=""https://huggingface.co/google/flan-t5-base"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">google/flan-t5-base</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/google__flan-t5-base-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,6.239408489533947,apache-2.0,836,0.248,True,False,False,False,0.1566214404244561,0.18907055501624578,18.907055501624576,0.3525980599300322,11.337693677304879,0.0,0.0,0.23825503355704697,0.0,0.36711458333333336,3.2226562499999996,0.13572140957446807,3.9690455082742293,False,True,2022-10-21,2024-08-14,0,google/flan-t5-base
2247,google_flan-t5-large_float16,float16,🟢 pretrained,🟢,Original,T5ForConditionalGeneration,"<a target=""_blank"" href=""https://huggingface.co/google/flan-t5-large"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">google/flan-t5-large</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/google__flan-t5-large-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",google/flan-t5-large,0613663d0d48ea86ba8cb3d7a44f0f65dc596a2a,9.418948706006079,apache-2.0,683,0.783,True,False,False,False,0.23349137163530823,0.22009490374428736,22.009490374428736,0.41531150356794316,17.510018280067285,0.0,0.0,0.25083892617449666,0.11185682326622093,0.40832291666666665,9.007031249999999,0.17087765957446807,7.87529550827423,False,True,2022-10-21,2024-08-14,0,google/flan-t5-large
2248,google_flan-t5-small_float16,float16,🟢 pretrained,🟢,Original,T5ForConditionalGeneration,"<a target=""_blank"" href=""https://huggingface.co/google/flan-t5-small"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">google/flan-t5-small</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/google__flan-t5-small-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",google/flan-t5-small,0fc9ddf78a1e988dac52e2dac162b0ede4fd74ab,6.003780642360629,apache-2.0,313,0.077,True,False,False,False,0.14313024227513882,0.1524255641697363,15.24255641697363,0.3282901097640842,6.36311196167965,0.0,0.0,0.2609060402684564,1.4541387024608499,0.41229166666666667,10.36979166666667,0.1233377659574468,2.5930851063829774,False,True,2022-10-21,2024-06-27,0,google/flan-t5-small
2249,google_flan-t5-xl_float16,float16,🟢 pretrained,🟢,Original,T5ForConditionalGeneration,"<a target=""_blank"" href=""https://huggingface.co/google/flan-t5-xl"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">google/flan-t5-xl</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/google__flan-t5-xl-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",google/flan-t5-xl,7d6315df2c2fb742f0f5b556879d730926ca9001,11.591779528533316,apache-2.0,484,2.85,True,False,False,False,0.3489293442933807,0.22374189373085634,22.374189373085635,0.45310636062112314,22.695055811215397,0.0007552870090634441,0.0755287009063444,0.2525167785234899,0.33557046979865535,0.41809375,11.328385416666668,0.21467752659574468,12.741947399527188,False,True,2022-10-21,2024-08-07,0,google/flan-t5-xl
2250,google_flan-t5-xl_bfloat16,bfloat16,🟢 pretrained,🟢,Original,T5ForConditionalGeneration,"<a target=""_blank"" href=""https://huggingface.co/google/flan-t5-xl"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">google/flan-t5-xl</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/google__flan-t5-xl-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",google/flan-t5-xl,7d6315df2c2fb742f0f5b556879d730926ca9001,11.58716743755607,apache-2.0,484,2.85,True,False,False,False,0.28535173017878435,0.2206944241279804,22.06944241279804,0.45372172155693963,22.837587663523298,0.0007552870090634442,0.07552870090634442,0.24580536912751677,0.0,0.42203125,11.853906250000001,0.21417885638297873,12.686539598108748,False,True,2022-10-21,2024-08-07,0,google/flan-t5-xl
2251,google_flan-t5-xxl_float16,float16,🔶 fine-tuned on domain-specific datasets,🔶,Original,T5ForConditionalGeneration,"<a target=""_blank"" href=""https://huggingface.co/google/flan-t5-xxl"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">google/flan-t5-xxl</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/google__flan-t5-xxl-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",google/flan-t5-xxl,ae7c9136adc7555eeccc78cdd960dfd60fb346ce,13.485843425522548,apache-2.0,1229,11.267,True,False,False,False,0.7064768273146297,0.2200450360598767,22.00450360598767,0.5065888015776924,30.119255600105877,0.0,0.0,0.2701342281879195,2.684563758389265,0.42175,11.185416666666669,0.23429188829787234,14.921320921985814,False,True,2022-10-21,2024-09-06,0,google/flan-t5-xxl
2252,google_flan-ul2_bfloat16,bfloat16,🟢 pretrained,🟢,Original,T5ForConditionalGeneration,"<a target=""_blank"" href=""https://huggingface.co/google/flan-ul2"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">google/flan-ul2</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/google__flan-ul2-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",google/flan-ul2,452d74ce28ac4a7f211d6ba3ef0717027f7a8074,13.550117524788796,apache-2.0,554,19.46,True,False,False,False,0.5599662834484231,0.23925406809487715,23.925406809487715,0.5053738049125648,30.02029012567709,0.0015105740181268882,0.1510574018126888,0.287751677852349,5.033557046979867,0.3843541666666666,5.577604166666667,0.24933510638297873,16.592789598108748,False,True,2023-03-03,2024-08-07,0,google/flan-ul2
2253,google_gemma-1.1-2b-it_bfloat16,bfloat16,"💬 chat models (RLHF, DPO, IFT, ...)",💬,Original,GemmaForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/google/gemma-1.1-2b-it"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">google/gemma-1.1-2b-it</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/google__gemma-1.1-2b-it-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",google/gemma-1.1-2b-it,bf4924f313df5166dee1467161e886e55f2eb4d4,7.776435284352048,gemma,154,2.506,True,False,False,True,0.3292147814227601,0.30674831668860847,30.674831668860847,0.3184634974814922,5.862826722774347,0.0015105740181268884,0.15105740181268884,0.26929530201342283,2.572706935123044,0.33939583333333334,2.024479166666666,0.14835438829787234,5.372709810874704,False,True,2024-03-26,2024-06-12,0,google/gemma-1.1-2b-it
2254,google_gemma-1.1-7b-it_bfloat16,bfloat16,"💬 chat models (RLHF, DPO, IFT, ...)",💬,Original,GemmaForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/google/gemma-1.1-7b-it"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">google/gemma-1.1-7b-it</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/google__gemma-1.1-7b-it-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",google/gemma-1.1-7b-it,16128b0aeb50762ea96430c0c06a37941bf9f274,17.479586243071306,gemma,270,8.538,True,False,False,True,0.578299189963354,0.5039107346285633,50.391073462856326,0.3935297962833251,15.93420938501317,0.03625377643504532,3.625377643504532,0.2936241610738255,5.8165548098433995,0.42302083333333335,11.510937500000002,0.2583942819148936,17.5993646572104,False,True,2024-03-26,2024-06-12,0,google/gemma-1.1-7b-it
2255,google_gemma-2-27b_bfloat16,bfloat16,🟢 pretrained,🟢,Original,Gemma2ForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/google/gemma-2-27b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">google/gemma-2-27b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/google__gemma-2-27b-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",google/gemma-2-27b,938270f5272feb02779b55c2bb2fffdd0f53ff0c,23.850638639876475,gemma,197,27.227,True,False,False,False,5.61424927838634,0.24752213017017072,24.75221301701707,0.5642908317482057,37.390737454186464,0.16163141993957705,16.163141993957705,0.35067114093959734,13.422818791946312,0.43963541666666667,13.921093749999997,0.4370844414893617,37.4538268321513,False,True,2024-06-24,2024-08-24,0,google/gemma-2-27b
2256,google_gemma-2-27b-it_bfloat16,bfloat16,"💬 chat models (RLHF, DPO, IFT, ...)",💬,Original,Gemma2ForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/google/gemma-2-27b-it"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">google/gemma-2-27b-it</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/google__gemma-2-27b-it-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",google/gemma-2-27b-it,f6c533e5eb013c7e31fc74ef042ac4f3fb5cf40b,32.32231876887986,gemma,518,27.227,True,False,False,True,4.826211186692737,0.7977677008116243,79.77677008116243,0.6451387433168799,49.27284215130387,0.007552870090634441,0.755287009063444,0.375,16.666666666666664,0.40330208333333334,9.112760416666667,0.4451462765957447,38.34958628841608,False,True,2024-06-24,2024-08-07,1,google/gemma-2-27b
2257,google_gemma-2-2b_bfloat16,bfloat16,🟢 pretrained,🟢,Original,InternLM2ForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/google/gemma-2-2b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">google/gemma-2-2b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/google__gemma-2-2b-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",google/gemma-2-2b,4d05c88d00441bf62bf87dcfd29e204c05089f36,10.129463155055184,gemma,497,2.614,True,False,False,True,1.5187957227139828,0.19931226922343825,19.931226922343825,0.3655966996422591,11.755807532236112,0.028700906344410877,2.8700906344410875,0.2625838926174497,1.6778523489932917,0.4231770833333333,11.430468750000001,0.21800199468085107,13.111332742316787,False,True,2024-07-16,2024-07-31,0,google/gemma-2-2b
2258,google_gemma-2-2b_float16,float16,❓ other,❓,Original,Unknown,"<a target=""_blank"" href=""https://huggingface.co/google/gemma-2-2b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">google/gemma-2-2b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/google__gemma-2-2b-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",google/gemma-2-2b,0738188b3055bc98daf0fe7211f0091357e5b979,10.334439334831469,gemma,497,0.0,True,False,False,False,1.4182573511315797,0.20176021844262113,20.176021844262113,0.3708674612470255,12.497306228573644,0.02870090634441088,2.870090634441088,0.2625838926174497,1.6778523489932917,0.421875,11.267708333333333,0.22165890957446807,13.51765661938534,False,True,2024-07-16,,0,google/gemma-2-2b
2259,google_gemma-2-2b-it_bfloat16,bfloat16,🔶 fine-tuned on domain-specific datasets,🔶,Original,InternLM2ForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/google/gemma-2-2b-it"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">google/gemma-2-2b-it</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/google__gemma-2-2b-it-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",google/gemma-2-2b-it,2b6ac3ff954ad896c115bbfa1b571cd93ea2c20f,17.046939294966545,gemma,937,2.614,True,False,False,True,1.2347432742058528,0.5668337788179807,56.68337788179808,0.41992308914274706,17.980792881523424,0.0007552870090634441,0.0755287009063444,0.27432885906040266,3.243847874720355,0.39288541666666665,7.077343750000001,0.25498670212765956,17.22074468085106,False,True,2024-07-16,2024-07-31,1,google/gemma-2-2b
2260,google_gemma-2-2b-jpn-it_float16,float16,🟢 pretrained,🟢,Original,Gemma2ForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/google/gemma-2-2b-jpn-it"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">google/gemma-2-2b-jpn-it</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/google__gemma-2-2b-jpn-it-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",google/gemma-2-2b-jpn-it,6b046bbc091084a1ec89fe03e58871fde10868eb,17.11540570593849,gemma,161,2.614,True,False,False,False,1.011437210514093,0.5077826832803628,50.778268328036276,0.42255698900658106,18.525626449832735,0.03474320241691843,3.474320241691843,0.28523489932885904,4.697986577181204,0.39638541666666666,7.681510416666669,0.2578125,17.53472222222222,False,True,2024-09-25,2024-10-11,2,google/gemma-2-2b
2261,google_gemma-2-2b-jpn-it_bfloat16,bfloat16,"💬 chat models (RLHF, DPO, IFT, ...)",💬,Original,Gemma2ForCausalLM,"<a target=""_blank"" href=""https://huggingface.co/google/gemma-2-2b-jpn-it"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">google/gemma-2-2b-jpn-it</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/google__gemma-2-2b-jpn-it-details"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",google/gemma-2-2b-jpn-it,6b046bbc091084a1ec89fe03e58871fde10868eb,15.885578707405609,gemma,161,2.614,True,False,False,True,0.8544002490400107,0.5288401441508531,52.88401441508531,0.4178440226217119,17.848086390818036,0.0,0.0,0.2751677852348993,3.355704697986576,0.37276041666666665,4.928385416666668,0.2466755319148936,16.297281323877066,False,True,2024-09-25,2024-10-14,2,google/gemma-2-2b
