Model Name,URL,fullname,Parameters,arc:challenge|25,hellaswag|10,MMLU_average,MMLU_abstract_algebra,MMLU_anatomy,MMLU_astronomy,MMLU_business_ethics,MMLU_clinical_knowledge,MMLU_college_biology,MMLU_college_chemistry,MMLU_college_computer_science,MMLU_college_mathematics,MMLU_college_medicine,MMLU_college_physics,MMLU_computer_security,MMLU_conceptual_physics,MMLU_econometrics,MMLU_electrical_engineering,MMLU_elementary_mathematics,MMLU_formal_logic,MMLU_global_facts,MMLU_high_school_biology,MMLU_high_school_chemistry,MMLU_high_school_computer_science,MMLU_high_school_european_history,MMLU_high_school_geography,MMLU_high_school_government_and_politics,MMLU_high_school_macroeconomics,MMLU_high_school_mathematics,MMLU_high_school_microeconomics,MMLU_high_school_physics,MMLU_high_school_psychology,MMLU_high_school_statistics,MMLU_high_school_us_history,MMLU_high_school_world_history,MMLU_human_aging,MMLU_human_sexuality,MMLU_international_law,MMLU_jurisprudence,MMLU_logical_fallacies,MMLU_machine_learning,MMLU_management,MMLU_marketing,MMLU_medical_genetics,MMLU_miscellaneous,MMLU_moral_disputes,MMLU_moral_scenarios,MMLU_nutrition,MMLU_philosophy,MMLU_prehistory,MMLU_professional_accounting,MMLU_professional_law,MMLU_professional_medicine,MMLU_professional_psychology,MMLU_public_relations,MMLU_security_studies,MMLU_sociology,MMLU_us_foreign_policy,MMLU_virology,MMLU_world_religions
Camelidae-8x13B,https://huggingface.co/hywu/Camelidae-8x13B,hywu/Camelidae-8x13B,13,0.57337884,0.626369249,0.572144164,0.32,0.474074074,0.572368421,0.57,0.581132075,0.604166667,0.39,0.44,0.39,0.554913295,0.254901961,0.7,0.485106383,0.324561404,0.517241379,0.325396825,0.380952381,0.4,0.661290323,0.42364532,0.54,0.703030303,0.727272727,0.813471503,0.541025641,0.314814815,0.579831933,0.291390728,0.757798165,0.407407407,0.774509804,0.784810127,0.677130045,0.648854962,0.73553719,0.731481481,0.699386503,0.383928571,0.766990291,0.846153846,0.65,0.772669221,0.630057803,0.439106145,0.633986928,0.636655949,0.638888889,0.404255319,0.409387223,0.514705882,0.568627451,0.663636364,0.632653061,0.766169154,0.85,0.493975904,0.812865497
Llama-2-13b-FINETUNE4,https://huggingface.co/wei123602/Llama-2-13b-FINETUNE4,wei123602/Llama-2-13b-FINETUNE4,13,0.540102389,0.609838678,0.57207489,0.27,0.466666667,0.605263158,0.59,0.6,0.548611111,0.47,0.41,0.3,0.578034682,0.411764706,0.68,0.425531915,0.350877193,0.468965517,0.335978836,0.396825397,0.33,0.632258065,0.433497537,0.61,0.727272727,0.707070707,0.787564767,0.6,0.355555556,0.613445378,0.370860927,0.776146789,0.462962963,0.784313725,0.789029536,0.650224215,0.580152672,0.768595041,0.768518519,0.711656442,0.348214286,0.737864078,0.803418803,0.63,0.776500639,0.589595376,0.448044693,0.575163399,0.659163987,0.657407407,0.496453901,0.441329857,0.577205882,0.583333333,0.663636364,0.546938776,0.721393035,0.78,0.409638554,0.795321637
phi-2-openhermes-30k,https://huggingface.co/marcel/phi-2-openhermes-30k,marcel/phi-2-openhermes-30k,,0.576791809,0.569308903,0.571657371,0.23,0.437037037,0.611842105,0.52,0.645283019,0.652777778,0.38,0.38,0.39,0.554913295,0.37254902,0.71,0.49787234,0.342105263,0.551724138,0.468253968,0.396825397,0.35,0.683870968,0.487684729,0.62,0.642424242,0.702020202,0.803108808,0.597435897,0.318518519,0.592436975,0.377483444,0.814678899,0.430555556,0.647058824,0.742616034,0.627802691,0.694656489,0.752066116,0.731481481,0.711656442,0.508928571,0.737864078,0.807692308,0.59,0.67688378,0.630057803,0.246927374,0.633986928,0.639871383,0.611111111,0.40070922,0.414602347,0.507352941,0.558823529,0.7,0.710204082,0.815920398,0.77,0.493975904,0.660818713
DeepCode-7B-Aurora-v13,https://huggingface.co/ALBADDAWI/DeepCode-7B-Aurora-v13,ALBADDAWI/DeepCode-7B-Aurora-v13,7,0.529863481,0.548496315,0.571635169,0.35,0.4,0.651315789,0.56,0.558490566,0.604166667,0.51,0.5,0.43,0.578034682,0.441176471,0.66,0.655319149,0.5,0.634482759,0.576719577,0.53968254,0.35,0.632258065,0.532019704,0.75,0.696969697,0.707070707,0.694300518,0.571794872,0.437037037,0.693277311,0.443708609,0.744954128,0.587962963,0.558823529,0.670886076,0.538116592,0.610687023,0.661157025,0.611111111,0.668711656,0.491071429,0.689320388,0.816239316,0.64,0.665389527,0.557803468,0.335195531,0.555555556,0.581993569,0.533950617,0.40070922,0.390482399,0.426470588,0.509803922,0.609090909,0.636734694,0.746268657,0.71,0.409638554,0.567251462
BigMaid-20B-v1.0,https://huggingface.co/TeeZee/BigMaid-20B-v1.0,TeeZee/BigMaid-20B-v1.0,20,0.585324232,0.661720773,0.571524469,0.34,0.488888889,0.559210526,0.57,0.60754717,0.625,0.39,0.42,0.31,0.502890173,0.323529412,0.7,0.438297872,0.289473684,0.551724138,0.335978836,0.396825397,0.39,0.687096774,0.482758621,0.57,0.690909091,0.747474747,0.823834197,0.564102564,0.3,0.613445378,0.344370861,0.75412844,0.425925926,0.774509804,0.780590717,0.695067265,0.65648855,0.743801653,0.685185185,0.711656442,0.348214286,0.660194175,0.799145299,0.61,0.752234994,0.653179191,0.365363128,0.611111111,0.636655949,0.675925926,0.436170213,0.434810952,0.566176471,0.611111111,0.590909091,0.665306122,0.766169154,0.85,0.469879518,0.783625731
lion-gemma-2b,https://huggingface.co/KeyonZeng/lion-gemma-2b,KeyonZeng/lion-gemma-2b,2,0.480375427,0.553674567,0.571498653,0.33,0.518518519,0.611842105,0.59,0.611320755,0.645833333,0.44,0.48,0.35,0.531791908,0.333333333,0.71,0.485106383,0.359649123,0.6,0.402116402,0.317460317,0.33,0.693548387,0.487684729,0.57,0.636363636,0.767676768,0.756476684,0.574358974,0.355555556,0.596638655,0.430463576,0.776146789,0.467592593,0.715686275,0.734177215,0.6367713,0.618320611,0.73553719,0.685185185,0.625766871,0.410714286,0.708737864,0.820512821,0.65,0.736909323,0.612716763,0.31396648,0.653594771,0.636655949,0.598765432,0.414893617,0.394393742,0.540441176,0.532679739,0.654545455,0.689795918,0.776119403,0.76,0.439759036,0.719298246
Platypus2-13B-LoRa-v2,https://huggingface.co/yeontaek/Platypus2-13B-LoRa-v2,yeontaek/Platypus2-13B-LoRa-v2,13,0.556313993,0.6179048,0.571460784,0.31,0.496296296,0.598684211,0.53,0.61509434,0.611111111,0.49,0.41,0.32,0.572254335,0.343137255,0.69,0.429787234,0.315789474,0.448275862,0.338624339,0.365079365,0.33,0.670967742,0.458128079,0.59,0.709090909,0.742424242,0.81865285,0.530769231,0.277777778,0.621848739,0.364238411,0.768807339,0.490740741,0.754901961,0.76371308,0.659192825,0.633587786,0.710743802,0.740740741,0.668711656,0.321428571,0.72815534,0.811965812,0.58,0.761174968,0.670520231,0.416759777,0.624183007,0.662379421,0.654320988,0.460992908,0.460234681,0.569852941,0.599673203,0.672727273,0.595918367,0.746268657,0.83,0.439759036,0.777777778
Stable-Platypus2-13B-QLoRA-0.80-epoch,https://huggingface.co/TFLai/Stable-Platypus2-13B-QLoRA-0.80-epoch,TFLai/Stable-Platypus2-13B-QLoRA-0.80-epoch,13,0.587883959,0.626568413,0.570914041,0.34,0.481481481,0.598684211,0.58,0.581132075,0.611111111,0.38,0.45,0.41,0.554913295,0.294117647,0.69,0.480851064,0.289473684,0.544827586,0.333333333,0.404761905,0.33,0.638709677,0.39408867,0.57,0.733333333,0.747474747,0.834196891,0.556410256,0.303703704,0.584033613,0.331125828,0.783486239,0.430555556,0.779411765,0.751054852,0.6367713,0.648854962,0.73553719,0.694444444,0.662576687,0.3125,0.757281553,0.85042735,0.65,0.781609195,0.650289017,0.412290503,0.60130719,0.655948553,0.651234568,0.446808511,0.426988266,0.573529412,0.580065359,0.618181818,0.624489796,0.711442786,0.79,0.481927711,0.795321637
spin-phi2,https://huggingface.co/amu/spin-phi2,amu/spin-phi2,,0.59556314,0.565425214,0.570759166,0.31,0.451851852,0.585526316,0.59,0.6,0.645833333,0.34,0.32,0.41,0.589595376,0.333333333,0.74,0.523404255,0.377192982,0.517241379,0.44973545,0.388888889,0.38,0.674193548,0.497536946,0.63,0.624242424,0.712121212,0.792746114,0.556410256,0.337037037,0.592436975,0.38410596,0.803669725,0.425925926,0.637254902,0.725738397,0.632286996,0.648854962,0.752066116,0.722222222,0.748466258,0.5,0.747572816,0.816239316,0.6,0.696040868,0.690751445,0.222346369,0.617647059,0.633440514,0.62962963,0.439716312,0.41851369,0.459558824,0.566993464,0.654545455,0.706122449,0.766169154,0.77,0.463855422,0.684210526
AppleSauce-L2-13b,https://huggingface.co/sauce1337/AppleSauce-L2-13b,sauce1337/AppleSauce-L2-13b,13,0.593003413,0.642601075,0.570657336,0.33,0.503703704,0.546052632,0.57,0.618867925,0.604166667,0.39,0.49,0.34,0.549132948,0.274509804,0.74,0.45106383,0.298245614,0.510344828,0.317460317,0.412698413,0.37,0.661290323,0.463054187,0.58,0.690909091,0.707070707,0.839378238,0.546153846,0.3,0.56302521,0.304635762,0.759633028,0.407407407,0.774509804,0.751054852,0.677130045,0.625954198,0.73553719,0.722222222,0.693251534,0.366071429,0.737864078,0.790598291,0.61,0.75734355,0.647398844,0.432402235,0.630718954,0.652733119,0.651234568,0.425531915,0.428292047,0.580882353,0.578431373,0.636363636,0.632653061,0.756218905,0.87,0.469879518,0.754385965
student-model-13b-ep3,https://huggingface.co/namirocks/student-model-13b-ep3,namirocks/student-model-13b-ep3,13,0.438566553,0.606154153,0.570605759,0.32,0.466666667,0.585526316,0.6,0.61509434,0.604166667,0.47,0.41,0.34,0.566473988,0.323529412,0.66,0.438297872,0.298245614,0.503448276,0.341269841,0.365079365,0.42,0.648387097,0.497536946,0.57,0.703030303,0.691919192,0.808290155,0.584615385,0.333333333,0.600840336,0.364238411,0.755963303,0.444444444,0.754901961,0.755274262,0.67264574,0.687022901,0.760330579,0.731481481,0.674846626,0.401785714,0.72815534,0.833333333,0.53,0.753512133,0.606936416,0.335195531,0.633986928,0.633440514,0.62962963,0.432624113,0.423728814,0.518382353,0.581699346,0.663636364,0.648979592,0.771144279,0.79,0.457831325,0.783625731
vicuna-class-shishya-13b-ep3,https://huggingface.co/luffycodes/vicuna-class-shishya-13b-ep3,luffycodes/vicuna-class-shishya-13b-ep3,13,0.438566553,0.606154153,0.570605759,0.32,0.466666667,0.585526316,0.6,0.61509434,0.604166667,0.47,0.41,0.34,0.566473988,0.323529412,0.66,0.438297872,0.298245614,0.503448276,0.341269841,0.365079365,0.42,0.648387097,0.497536946,0.57,0.703030303,0.691919192,0.808290155,0.584615385,0.333333333,0.600840336,0.364238411,0.755963303,0.444444444,0.754901961,0.755274262,0.67264574,0.687022901,0.760330579,0.731481481,0.674846626,0.401785714,0.72815534,0.833333333,0.53,0.753512133,0.606936416,0.335195531,0.633986928,0.633440514,0.62962963,0.432624113,0.423728814,0.518382353,0.581699346,0.663636364,0.648979592,0.771144279,0.79,0.457831325,0.783625731
llama2-13b-orca-8k-3319,https://huggingface.co/OpenAssistant/llama2-13b-orca-8k-3319,OpenAssistant/llama2-13b-orca-8k-3319,13,0.55887372,0.613622784,0.570583169,0.36,0.496296296,0.625,0.59,0.611320755,0.625,0.45,0.43,0.3,0.502890173,0.31372549,0.71,0.421276596,0.271929825,0.537931034,0.333333333,0.301587302,0.35,0.683870968,0.497536946,0.61,0.721212121,0.727272727,0.787564767,0.571794872,0.314814815,0.56302521,0.331125828,0.755963303,0.393518519,0.794117647,0.776371308,0.641255605,0.648854962,0.785123967,0.731481481,0.668711656,0.357142857,0.72815534,0.803418803,0.61,0.771392082,0.661849711,0.37877095,0.620915033,0.643086817,0.666666667,0.432624113,0.417861799,0.518382353,0.580065359,0.636363636,0.681632653,0.751243781,0.8,0.457831325,0.771929825
Psyfighter2-Noromaid-ties-13B,https://huggingface.co/diffnamehard/Psyfighter2-Noromaid-ties-13B,diffnamehard/Psyfighter2-Noromaid-ties-13B,13,0.593003413,0.656243776,0.570435208,0.35,0.488888889,0.565789474,0.56,0.6,0.618055556,0.38,0.44,0.36,0.543352601,0.215686275,0.71,0.476595745,0.324561404,0.482758621,0.328042328,0.357142857,0.36,0.65483871,0.443349754,0.58,0.678787879,0.722222222,0.823834197,0.528205128,0.337037037,0.592436975,0.317880795,0.744954128,0.421296296,0.779411765,0.784810127,0.67264574,0.641221374,0.752066116,0.768518519,0.693251534,0.375,0.699029126,0.811965812,0.59,0.763729246,0.632947977,0.49273743,0.633986928,0.646302251,0.641975309,0.421985816,0.438722295,0.558823529,0.566993464,0.618181818,0.653061224,0.766169154,0.84,0.481927711,0.783625731
OpenOrca-Platypus2-13B-thera-1250,https://huggingface.co/gaodrew/OpenOrca-Platypus2-13B-thera-1250,gaodrew/OpenOrca-Platypus2-13B-thera-1250,13,0.555460751,0.611631149,0.570399561,0.34,0.481481481,0.546052632,0.57,0.596226415,0.618055556,0.43,0.49,0.29,0.554913295,0.303921569,0.69,0.480851064,0.342105263,0.517241379,0.314814815,0.357142857,0.37,0.674193548,0.408866995,0.58,0.696969697,0.691919192,0.829015544,0.566666667,0.355555556,0.592436975,0.337748344,0.787155963,0.462962963,0.75,0.772151899,0.66367713,0.595419847,0.702479339,0.703703704,0.680981595,0.330357143,0.747572816,0.811965812,0.58,0.770114943,0.644508671,0.445810056,0.607843137,0.678456592,0.657407407,0.45035461,0.456975228,0.591911765,0.557189542,0.618181818,0.665306122,0.756218905,0.78,0.451807229,0.766081871
CollectiveCognition-v1.1-Nebula-7B,https://huggingface.co/PulsarAI/CollectiveCognition-v1.1-Nebula-7B,PulsarAI/CollectiveCognition-v1.1-Nebula-7B,7,0.532423208,0.63095001,0.570261955,0.37,0.555555556,0.598684211,0.43,0.618867925,0.631944444,0.38,0.45,0.31,0.543352601,0.303921569,0.68,0.493617021,0.447368421,0.544827586,0.391534392,0.380952381,0.34,0.648387097,0.45320197,0.57,0.733333333,0.767676768,0.823834197,0.561538462,0.274074074,0.558823529,0.344370861,0.76146789,0.393518519,0.720588235,0.729957806,0.668161435,0.65648855,0.760330579,0.694444444,0.687116564,0.366071429,0.737864078,0.811965812,0.66,0.771392082,0.61849711,0.227932961,0.640522876,0.633440514,0.682098765,0.429078014,0.431551499,0.525735294,0.607843137,0.654545455,0.575510204,0.751243781,0.8,0.518072289,0.783625731
vicuna-class-tutor-13b-ep3,https://huggingface.co/luffycodes/vicuna-class-tutor-13b-ep3,luffycodes/vicuna-class-tutor-13b-ep3,13,0.529863481,0.6179048,0.570201635,0.31,0.451851852,0.578947368,0.6,0.60754717,0.652777778,0.48,0.38,0.34,0.526011561,0.362745098,0.68,0.429787234,0.254385965,0.517241379,0.325396825,0.373015873,0.47,0.677419355,0.482758621,0.58,0.709090909,0.696969697,0.81865285,0.574358974,0.318518519,0.596638655,0.291390728,0.752293578,0.458333333,0.735294118,0.751054852,0.65470852,0.65648855,0.776859504,0.722222222,0.693251534,0.375,0.737864078,0.854700855,0.55,0.749680715,0.615606936,0.372067039,0.611111111,0.63022508,0.635802469,0.432624113,0.424380704,0.551470588,0.557189542,0.672727273,0.644897959,0.756218905,0.82,0.457831325,0.766081871
tutor-model-13b-ep3,https://huggingface.co/namirocks/tutor-model-13b-ep3,namirocks/tutor-model-13b-ep3,13,0.529863481,0.6179048,0.570201635,0.31,0.451851852,0.578947368,0.6,0.60754717,0.652777778,0.48,0.38,0.34,0.526011561,0.362745098,0.68,0.429787234,0.254385965,0.517241379,0.325396825,0.373015873,0.47,0.677419355,0.482758621,0.58,0.709090909,0.696969697,0.81865285,0.574358974,0.318518519,0.596638655,0.291390728,0.752293578,0.458333333,0.735294118,0.751054852,0.65470852,0.65648855,0.776859504,0.722222222,0.693251534,0.375,0.737864078,0.854700855,0.55,0.749680715,0.615606936,0.372067039,0.611111111,0.63022508,0.635802469,0.432624113,0.424380704,0.551470588,0.557189542,0.672727273,0.644897959,0.756218905,0.82,0.457831325,0.766081871
huginnv1.2,https://huggingface.co/The-Face-Of-Goonery/huginnv1.2,The-Face-Of-Goonery/huginnv1.2,,0.578498294,0.646385182,0.570156156,0.36,0.503703704,0.578947368,0.55,0.60754717,0.597222222,0.42,0.46,0.33,0.526011561,0.274509804,0.69,0.455319149,0.307017544,0.475862069,0.346560847,0.380952381,0.32,0.661290323,0.487684729,0.57,0.678787879,0.722222222,0.813471503,0.546153846,0.322222222,0.613445378,0.344370861,0.744954128,0.430555556,0.774509804,0.742616034,0.686098655,0.664122137,0.727272727,0.740740741,0.687116564,0.366071429,0.718446602,0.799145299,0.65,0.762452107,0.630057803,0.460335196,0.607843137,0.665594855,0.632716049,0.460992908,0.428292047,0.536764706,0.565359477,0.645454545,0.648979592,0.721393035,0.84,0.445783133,0.771929825
llama-op-v4,https://huggingface.co/anhnv125/llama-op-v4,anhnv125/llama-op-v4,,0.564846416,0.594303924,0.570109617,0.32,0.42962963,0.565789474,0.62,0.558490566,0.618055556,0.4,0.45,0.35,0.50867052,0.333333333,0.65,0.442553191,0.307017544,0.489655172,0.351851852,0.357142857,0.43,0.661290323,0.428571429,0.58,0.727272727,0.737373737,0.844559585,0.6,0.318518519,0.579831933,0.304635762,0.777981651,0.5,0.789215686,0.776371308,0.641255605,0.618320611,0.702479339,0.759259259,0.693251534,0.419642857,0.718446602,0.773504274,0.59,0.74201788,0.624277457,0.483798883,0.617647059,0.633440514,0.611111111,0.457446809,0.438070404,0.558823529,0.560457516,0.609090909,0.657142857,0.741293532,0.79,0.469879518,0.777777778
SwahiliInstruct-v0.1,https://huggingface.co/mwitiderrick/SwahiliInstruct-v0.1,mwitiderrick/SwahiliInstruct-v0.1,,0.545221843,0.616709819,0.570007142,0.29,0.511111111,0.605263158,0.52,0.622641509,0.625,0.41,0.48,0.38,0.560693642,0.421568627,0.72,0.480851064,0.394736842,0.537931034,0.375661376,0.412698413,0.29,0.64516129,0.448275862,0.57,0.721212121,0.737373737,0.797927461,0.548717949,0.32962963,0.596638655,0.397350993,0.737614679,0.49537037,0.700980392,0.729957806,0.614349776,0.679389313,0.743801653,0.666666667,0.680981595,0.464285714,0.689320388,0.846153846,0.66,0.745849298,0.583815029,0.258100559,0.611111111,0.633440514,0.611111111,0.386524823,0.402216428,0.551470588,0.539215686,0.645454545,0.66122449,0.711442786,0.78,0.469879518,0.760233918
MLewd-Chat-v2-13B,https://huggingface.co/Undi95/MLewd-Chat-v2-13B,Undi95/MLewd-Chat-v2-13B,13,0.592150171,0.643796057,0.570003717,0.35,0.518518519,0.546052632,0.53,0.577358491,0.618055556,0.37,0.49,0.36,0.526011561,0.254901961,0.71,0.49787234,0.298245614,0.517241379,0.32010582,0.396825397,0.38,0.651612903,0.433497537,0.55,0.703030303,0.727272727,0.829015544,0.548717949,0.322222222,0.588235294,0.331125828,0.757798165,0.393518519,0.784313725,0.772151899,0.69058296,0.687022901,0.710743802,0.740740741,0.674846626,0.357142857,0.689320388,0.820512821,0.59,0.767560664,0.61849711,0.426815642,0.64379085,0.646302251,0.635802469,0.432624113,0.43220339,0.518382353,0.583333333,0.672727273,0.653061224,0.731343284,0.86,0.457831325,0.795321637
Nebula-7B,https://huggingface.co/PulsarAI/Nebula-7B,PulsarAI/Nebula-7B,7,0.541808874,0.634236208,0.569984901,0.34,0.555555556,0.598684211,0.43,0.577358491,0.694444444,0.43,0.44,0.29,0.520231214,0.31372549,0.68,0.506382979,0.464912281,0.503448276,0.380952381,0.404761905,0.34,0.651612903,0.477832512,0.56,0.696969697,0.752525253,0.808290155,0.533333333,0.281481481,0.558823529,0.344370861,0.774311927,0.393518519,0.715686275,0.751054852,0.668161435,0.679389313,0.73553719,0.685185185,0.693251534,0.383928571,0.699029126,0.820512821,0.66,0.800766284,0.624277457,0.265921788,0.62745098,0.662379421,0.706790123,0.446808511,0.440677966,0.544117647,0.598039216,0.618181818,0.514285714,0.766169154,0.83,0.481927711,0.766081871
StableBeluga-13B-instruct-PL-lora_unload,https://huggingface.co/Aspik101/StableBeluga-13B-instruct-PL-lora_unload,Aspik101/StableBeluga-13B-instruct-PL-lora_unload,13,0.590443686,0.618402709,0.569856085,0.33,0.481481481,0.493421053,0.57,0.6,0.611111111,0.35,0.45,0.38,0.50867052,0.343137255,0.73,0.45106383,0.298245614,0.544827586,0.325396825,0.349206349,0.39,0.661290323,0.413793103,0.58,0.709090909,0.737373737,0.792746114,0.535897436,0.303703704,0.596638655,0.344370861,0.759633028,0.430555556,0.764705882,0.751054852,0.677130045,0.664122137,0.752066116,0.731481481,0.705521472,0.366071429,0.757281553,0.803418803,0.68,0.770114943,0.653179191,0.416759777,0.633986928,0.63022508,0.648148148,0.421985816,0.409387223,0.518382353,0.581699346,0.654545455,0.628571429,0.746268657,0.79,0.487951807,0.766081871
Emerhyst-20B,https://huggingface.co/Undi95/Emerhyst-20B,Undi95/Emerhyst-20B,20,0.589590444,0.661322446,0.569792704,0.38,0.511111111,0.539473684,0.54,0.6,0.645833333,0.4,0.42,0.31,0.531791908,0.31372549,0.69,0.480851064,0.307017544,0.551724138,0.338624339,0.365079365,0.39,0.658064516,0.448275862,0.53,0.690909091,0.722222222,0.813471503,0.571794872,0.333333333,0.617647059,0.311258278,0.733944954,0.458333333,0.774509804,0.772151899,0.67264574,0.641221374,0.760330579,0.712962963,0.705521472,0.339285714,0.660194175,0.829059829,0.62,0.747126437,0.647398844,0.407821229,0.633986928,0.668810289,0.675925926,0.436170213,0.453063885,0.555147059,0.60620915,0.572727273,0.648979592,0.736318408,0.85,0.397590361,0.748538012
TacoBeLLM,https://huggingface.co/ericpolewski/TacoBeLLM,ericpolewski/TacoBeLLM,,0.527303754,0.616012746,0.569675844,0.28,0.474074074,0.539473684,0.56,0.649056604,0.590277778,0.41,0.42,0.33,0.514450867,0.333333333,0.7,0.463829787,0.289473684,0.503448276,0.351851852,0.357142857,0.37,0.677419355,0.45320197,0.58,0.751515152,0.702020202,0.803108808,0.571794872,0.344444444,0.609243697,0.284768212,0.776146789,0.449074074,0.794117647,0.784810127,0.69955157,0.641221374,0.669421488,0.740740741,0.662576687,0.330357143,0.757281553,0.799145299,0.63,0.753512133,0.644508671,0.426815642,0.591503268,0.678456592,0.654320988,0.446808511,0.444589309,0.544117647,0.589869281,0.590909091,0.640816327,0.766169154,0.81,0.43373494,0.807017544
motans1,https://huggingface.co/aboros98/motans1,aboros98/motans1,,0.560580205,0.549492133,0.569400959,0.22,0.42962963,0.565789474,0.55,0.60754717,0.618055556,0.39,0.41,0.33,0.589595376,0.284313725,0.71,0.514893617,0.377192982,0.517241379,0.436507937,0.373015873,0.43,0.683870968,0.477832512,0.64,0.63030303,0.752525253,0.777202073,0.576923077,0.277777778,0.617647059,0.370860927,0.783486239,0.509259259,0.656862745,0.721518987,0.641255605,0.709923664,0.73553719,0.740740741,0.748466258,0.464285714,0.747572816,0.811965812,0.63,0.667943806,0.661849711,0.222346369,0.647058824,0.636655949,0.608024691,0.453900709,0.408735332,0.452205882,0.547385621,0.690909091,0.693877551,0.781094527,0.77,0.475903614,0.678362573
Ensemble5-Platypus2-13B-QLora-0.80-epoch,https://huggingface.co/TFLai/Ensemble5-Platypus2-13B-QLora-0.80-epoch,TFLai/Ensemble5-Platypus2-13B-QLora-0.80-epoch,13,0.567406143,0.626269667,0.569371341,0.27,0.503703704,0.598684211,0.57,0.581132075,0.652777778,0.35,0.41,0.34,0.554913295,0.284313725,0.66,0.455319149,0.298245614,0.489655172,0.365079365,0.396825397,0.4,0.616129032,0.418719212,0.58,0.715151515,0.747474747,0.849740933,0.594871795,0.362962963,0.571428571,0.344370861,0.796330275,0.439814815,0.833333333,0.759493671,0.650224215,0.603053435,0.710743802,0.685185185,0.705521472,0.366071429,0.718446602,0.816239316,0.6,0.789272031,0.61849711,0.480446927,0.58496732,0.652733119,0.688271605,0.460992908,0.465449804,0.573529412,0.596405229,0.609090909,0.575510204,0.671641791,0.75,0.481927711,0.789473684
dolphin-2.0-mistral-7b,https://huggingface.co/ehartford/dolphin-2.0-mistral-7b,ehartford/dolphin-2.0-mistral-7b,7,0.552047782,0.608245369,0.568988911,0.24,0.481481481,0.618421053,0.6,0.633962264,0.645833333,0.45,0.49,0.37,0.578034682,0.323529412,0.71,0.493617021,0.368421053,0.572413793,0.373015873,0.388888889,0.35,0.616129032,0.413793103,0.6,0.715151515,0.681818182,0.797927461,0.543589744,0.337037037,0.567226891,0.370860927,0.735779817,0.421296296,0.730392157,0.725738397,0.618834081,0.679389313,0.652892562,0.666666667,0.662576687,0.419642857,0.72815534,0.811965812,0.66,0.754789272,0.632947977,0.346368715,0.591503268,0.61414791,0.595679012,0.414893617,0.408735332,0.599264706,0.558823529,0.618181818,0.702040816,0.711442786,0.79,0.518072289,0.730994152
falcon-40b,https://huggingface.co/tiiuae/falcon-40b,tiiuae/falcon-40b,40,0.577645051,0.655447122,0.568938512,0.32,0.533333333,0.578947368,0.53,0.603773585,0.659722222,0.47,0.49,0.42,0.520231214,0.264705882,0.63,0.412765957,0.333333333,0.524137931,0.338624339,0.293650794,0.32,0.670967742,0.438423645,0.63,0.703030303,0.742424242,0.772020725,0.556410256,0.311111111,0.550420168,0.304635762,0.770642202,0.476851852,0.715686275,0.70464135,0.735426009,0.740458015,0.652892562,0.694444444,0.656441718,0.294642857,0.786407767,0.790598291,0.65,0.756066411,0.638728324,0.267039106,0.676470588,0.652733119,0.62962963,0.429078014,0.430899609,0.610294118,0.565359477,0.627272727,0.665306122,0.786069652,0.82,0.469879518,0.812865497
Einstein-v4-phi2,https://huggingface.co/Weyaxi/Einstein-v4-phi2,Weyaxi/Einstein-v4-phi2,,0.577645051,0.559948217,0.568919968,0.25,0.459259259,0.565789474,0.55,0.58490566,0.583333333,0.39,0.38,0.44,0.578034682,0.284313725,0.71,0.49787234,0.403508772,0.524137931,0.417989418,0.341269841,0.42,0.690322581,0.467980296,0.66,0.672727273,0.732323232,0.740932642,0.556410256,0.292592593,0.584033613,0.390728477,0.781651376,0.421296296,0.661764706,0.742616034,0.65470852,0.65648855,0.785123967,0.75,0.748466258,0.5,0.718446602,0.829059829,0.65,0.687100894,0.667630058,0.298324022,0.620915033,0.620578778,0.598765432,0.421985816,0.422425033,0.455882353,0.552287582,0.636363636,0.697959184,0.756218905,0.77,0.463855422,0.69005848
llava-v1.5-13b-hf,https://huggingface.co/Community-LM/llava-v1.5-13b-hf,Community-LM/llava-v1.5-13b-hf,13,0.532423208,0.601175065,0.568867604,0.3,0.496296296,0.585526316,0.67,0.603773585,0.604166667,0.39,0.45,0.36,0.537572254,0.264705882,0.68,0.446808511,0.333333333,0.510344828,0.328042328,0.357142857,0.3,0.712903226,0.428571429,0.58,0.715151515,0.742424242,0.839378238,0.538461538,0.314814815,0.567226891,0.264900662,0.757798165,0.425925926,0.754901961,0.780590717,0.668161435,0.641221374,0.719008264,0.731481481,0.63190184,0.419642857,0.757281553,0.846153846,0.64,0.77394636,0.62716763,0.324022346,0.607843137,0.623794212,0.697530864,0.407801418,0.415906128,0.547794118,0.578431373,0.6,0.653061224,0.76119403,0.81,0.506024096,0.795321637
